AGE_REF,FAM_SIZE,REF_RACE,REGION,SEX_REF,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRUT,PROCVEG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV
35,2,4,1,2,4.96,4.96,0,0,3.39,0,0,0,0,0,0,0,0,0.71,0,0,0,0.86,0,0,0,0
35,2,4,1,2,33.48,33.48,0,0,3.31,3.49,0,0,0,0,4.18,4.25,8.07,3.23,0,0,0,0.97,0,5.98,0,0
51,3,1,3,2,166.59,43.28,0,3.06,19.43,0,0,0,0,0,6.6,0,0.81,0,0,0,3.04,0,0,10.34,123.31,0
51,3,1,3,2,290.37816,155.98,7.69,38.38,4.89,0,0,6.86,0,2.44,6.88,12.65,2.26,6.76,0,12.5,7.66,2.86,9.32,34.83,134.39816,0
36,4,1,3,2,85.95999,13.29,0,4,0,0,8,0,0,0,0,0,0,0,0,0,1.29,0,0,0,72.66999,0
36,4,1,3,2,167.08,110.24,5.76,2,30.9,3.99,0,9.3,3,1.79,0,9.36,5.06,16.08,0,6.75,2.75,3.25,2,8.25,56.84,15
65,1,1,4,2,208.22,111.53,3.2,6.39,0,0,0,0,0,0,4.78,2.67,34.63,0,2.14,0,0,42.53,0,15.19,96.69,29.38
65,1,1,4,2,328.41998,328.41998,11.75546,26.62963,11.55824,0,8.95241,4.88265,17.06371,3.25387,6.7678,20.0431,22.83974,45.76182,6.17914,36.5,9.75978,21.78253,10.00611,64.68399,0,28.97
33,4,4,3,1,161.01927,51.08,0,0,0,0,0,0,0,7,10,0,5.30553,4.13051,2.76132,2.80264,0,0,0,19.08,109.93927,0
33,4,4,3,1,189.31459,99.98747,0,15.04528,10.33117,0,0,4.08741,0,0,6.98,6.65109,13.03276,5.66286,0,4.69561,2.87379,8.33013,0,22.29737,89.32712,4.02073
35,5,1,3,1,116.16,37.37,0,16.03,0,0,5.14,0,0,0,0,3.62,8.22,0,0,0,0,0,0,4.36,78.79,0
35,5,1,3,1,406.93,389.04,6.36,48.73,0,4.99,23.45,20.23,12.32,1.74134,0,14.06,56.91,16.08,4.78,17.29,7.59,79.38,9.58091,65.54775,17.89,0
27,3,2,3,1,41.66,19.77,2.5,0,0,0,0,0,0,0,0,4.14,0,0,3.52,2.78,0,2.69,0,4.14,21.89,21.73
27,3,2,3,1,63.9,47.34,0,0,29.61,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,16.64,16.56,0
35,2,2,3,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
56,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,1,3,2,66.93,66.93,0,0,0,10.5,0,3.5,0,1.5,2.05,0,6.61,1.94,2.05,0,3.92,31.27,0,3.59,0,0
87,1,1,3,2,9.54,9.54,0,0,0,0,0,0,0,0,0,0,7.03,0,0,0,2.51,0,0,0,0,0
39,3,1,4,2,465.11999,299.99999,6.59548,43.91001,16.10116,29.32911,0,5.88413,14.43578,4.53279,3.44267,14.00045,14.89327,19.05898,7.43197,11.66297,4.13703,22.43787,27.10206,55.04426,165.12,0
39,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,1,3,1,73.94999,73.94999,0,16.14,23.85999,0,10.62,0,3.34,1.9,2.47,0,2.41,7.02,0,0,0,6.19,0,0,0,0
59,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,2,3,2,54.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7,0
55,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,2,2,2,37.69,33.09,0,0,0,0,0,3.63,0,0,2.32,0,4.56,0,3.62,4.81,0,9.65,0,4.5,4.6,0
38,3,4,1,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
38,3,4,1,1,62.99,2.99,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,60,0
80,2,1,1,2,78.49,66.49,0,19.44,0,0,2.78,0,0,1.48,6.18046,5.92954,6.4,7.29,0,0,2.78,0,6.46,7.75,12,0
80,2,1,1,2,27.47,21.68,4.91051,4.76949,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,5.79,0
19,2,1,2,1,72.36,72.36,6.04,3.59,20.93,0,0,7.2,0,0,1.77,2.98,3.98,5.74,2.28,0,8.13,0,5.46,4.26,0,0
55,2,1,2,1,71.44,71.44,4.25,7.27,12.73,0,0,0,31.11,0,8.38,3.49,0,4.21,0,0,0,0,0,0,0,0
65,2,1,2,2,42.25,3.5,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,38.75,0
65,2,1,2,2,98.1,73.3,2.91423,4.56664,0,4.0762,8.31831,0,0,0,2.29628,3.3884,2.57008,8.9802,0,4.21399,0,12.29684,4.73835,14.94048,24.8,0
56,2,1,3,1,127.44,101.84,0,8.05,10.25,7.35,0,5.75,18.85,2.49,5.29,0,19.05,0,0,5.35,0,7.76,3.75,7.9,25.6,20.76
56,2,1,3,1,28.79,18.09,0,1.25,0,0,0,6.75,0,2.49,0,0,7.6,0,0,0,0,0,0,0,10.7,0
56,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,1,4,2,107.58,80.21,5.98,5.49,6.8,0,3.41,5.98,0,0,3.29,0,23.39,7.53893,0,0,0,3.64,3.99,10.70107,27.37,0
78,1,1,3,2,57.1799,53.53,0,7.19,3.62,0,0,3.39,0,1.64,6.26,6.18,0.65,6.49,7.09,0,4.21,1.04,3.89,1.88,3.6499,0
78,1,1,3,2,13.15,5.15,0,0,0,0,0,0,0,0,0,0,0,5.15,0,0,0,0,0,0,8,0
28,5,1,2,1,65.61001,65.61001,0,22.99,20.00001,0,0,0,0,0,0,0,0,4,0,0,0,18.62,0,0,0,0
28,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,4,4,1,232.86,133.46,10.45,7.37,0,0,0,0,13.17,0,0,0,52.63,30.22,0,0,6.99,0,0,12.63,99.4,0
61,2,4,4,1,223.21,129.01,0,8.05,0,0,0,0,26.91,2.98,4.13,0,41.51,27.81,0,0,0,5.09,0,12.53,94.2,0
42,3,1,1,2,354.53999,99.53999,0,29.99999,0,0,0,6.2,4.07,0,3.89,0,17.0666,13.9334,3.49,0,2.89,18,0,0,255,0
42,3,6,1,2,514.21372,88.55,9.02,30.75,7.75,0,0,0,0,2.99,11.89,3.39,0,0,0,0,0,0,4.59,18.17,425.66372,37.11628
65,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,1,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
60,2,1,3,2,155.16,71.37,0,4.98,0,0,0,0,0,0,3.74,19.39516,8.00091,5.02542,0,0,11.58,3.00851,3.78,11.86,83.79,4.5
60,2,1,3,2,191.14,10.05,0,0,0,0,0,0,0,0,0,4.98,3.95,1.12,0,0,0,0,0,0,181.09,5.75
42,1,2,3,2,44.49,44.49,0,0,28.64,0,0,0,0,0,0,0,0,12.66,0,0,0,0,0,3.19,0,18.17
57,2,1,3,2,30.78,30.78,1.37,6.49,0,0,0,0,0,3.08,0,0,3.76,5.68,0,0,0,4.26,4.24,1.9,0,0
57,2,1,3,2,151.95,151.95,0,18.28,0,18.12,2.68,0,0,0,2.71,2.76,5.95,12.66,0,0,36.83,28.76,2.12,21.08,0,0
52,2,1,1,1,42.69,23.24,0,5.18,0,0,0,0,0,0,0,0,1.88,3,2.5,0,0,3.18,0,7.5,19.45,0
52,2,1,1,1,72.9,23.25,0,1.98,0,0,0,0,0,1.18,3.73,4.09,3.34,2.44,2.5,0,0,0,0,3.99,49.65,0
33,4,1,3,1,431.89,237.78,10.08,7.18,0,0,9.49,0,0,2.39,9.86,7.29,36.02,11.77,4.49,8.98,0,12.99,0,117.24,194.11,0
33,4,1,3,1,194.31,97.47,2.19,6.99,24.22,6.13,3.99,10.51,0,0,1.69,4.98,0,12.97,0,4.37,3.68,1.59,0,14.16,96.84,0
24,4,1,3,2,144.56,60.89,0,0,0,0,0,0,0,0,4.09,3.99,6.74,0,0,1.29,5.3,28.06,0,11.42,83.67,0
24,4,1,3,2,108.45467,42.02,2.43,2.29,2.29,0,0,0,12,2.49,4.09,0,7.45,0,0,0,0,3.49,0,5.49,66.43467,0
53,4,1,1,1,189.03,93.05,0,0.99,40,0,0,0,0,0,0,8.04,0,5.5,0,0,0,27.07,0,11.45,95.98,0
53,4,1,1,1,162.19206,100.53206,0,12.02208,0,0,4.72463,0,0,2.23,8.77836,11.97,0,8.02369,0,0,20.02,16.92413,5.01549,10.82368,61.66,7.28795
53,3,1,2,2,112.67,74.24,0,6.07,19.46,15.75,0,0,0,0,6.07,2.99,4.09,3.31,0,0,2.99,7.93,3.59,1.99,38.43,11.76
53,3,1,2,2,61.13,56.13,0,6.58,0,8.89,6.21,0,0,0,2.28,9.62,3,8.67,0,0,1,0,0,9.88,5,9.62
70,2,1,2,2,55.03,55.03,1.9,4.98,8.97,0,2,0,0,0,1.99,4.79,3.34,0.59,0,0,6.95,3.22,3.41,12.89,0,0
70,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,6,4,2,66.54,39.04,0,2.88,0,0,0,0,0,0,6.08,0,5.02,1.69,0,0,0,6.99,0,16.38,27.5,0
49,1,1,3,1,157.63,13.14,0,3.58151,0,0,0,0,0,0,0,0,3.82554,0,0,0,0,3.08727,0,2.64568,144.49,0
49,1,1,3,1,36.49,15.36,0,0,0,0,0,0,0,0,0,0,15.36,0,0,0,0,0,0,0,21.13,0
26,2,1,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
67,3,1,1,1,121.23,49.87,0,7.63265,0,0,0,0,0,1.89,1.85,2.39,11.71,4.99,3.19,2.64735,4.99,3.5,0,5.08,71.36,0
67,3,1,1,1,452.24,141.35,1.99,29.58,17.75,4.23,0,6.26,0,0,2.25,4.89,6.91,2.5,0,7.06,10.05,27.14,7.08,13.66,310.89,0
29,2,6,4,1,46,23.71,0,0.99,0,0,0,0,0,0,0,1.89,0,3.56,0,0,0.97,6.36,0,9.94,22.29,15.13
29,2,6,4,1,133.18,94.25,10.4,7.76,0,0,4.48,3.95,3.16,2.99,5.18,2.29,7.45,2.5,0,1.28,7.77,11.39,7.68,15.97,38.93,47.75
77,2,1,2,1,93.83,85.83,0,15.65,0,0,0,0,0,0,3.89,16.47,1.12,3.18,4.69,3.29,3.74,0,7.22,26.58,8,0
77,2,1,2,1,81.8,65.8,0,9.94,0,0,0,0,0,0,8.59,8.18,1.67,3.49,6.13074,4.21926,0,11.78,0,11.8,16,0
48,1,2,3,2,64.97,62.61,5.85,1.02,0,4.23,0,3.79,3.83,2.86,11.82,4.95,0,9.16,0,2.64,0,7.22,0,5.24,2.36,0
48,1,2,3,2,62.99,60.63,4.9,1.84,11.63,2.86,3.69,0,0,1.23,3.49,0,1.19,12.71,0,0,0,7.22,4.58,5.29,2.36,0
21,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,2,3,2,117.95,117.95,0,26.42,0,0,0,0,0,0.82,2.25,9.12,0,18.03,7,0,0,2,0,52.31,0,0
24,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5,1,1,2,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0
41,3,1,2,2,27.07,14.12,0,0,0,0,0,0,0,0,6.44,0,0,0,0,0,5.58,2.1,0,0,12.95,0
41,3,1,2,2,232.7,172.42,6.5,12.56,22.37,14.49,8.44,5.03,0,0,10.17,16.3,0,1.19,0,3.81,5.02,22.7,18.72,25.12,60.28,0
46,2,1,4,2,450.13,214.29,7.48,9.84533,0,0,0,8.54,0,1.87,5.34,38.42998,10.68,18.68,3.91461,13.70539,20.03655,22.94,14.95,37.87814,235.84,0
46,2,1,4,2,156.86,67.98,3.2,8.96,8.7,0,4.26,9.6,0,0,2.14,6.7,9.53,6.3,0,0,0,0,3.36,5.23,88.88,0
62,2,1,2,1,104.54,10,0,0,0,0,0,0,0,0,0,0,0,0,4.37915,5.62085,0,0,0,0,94.54,63.98
62,2,1,2,1,93.34847,23.78,0,4.99169,0,0,0,0,5.8658,0,0,10,0,0,0,0,0,0,0,2.92251,69.56847,5
40,4,2,3,1,84.85,40.83,5.25,3.51,7.98,0,0,0,0,0,0,2.69,0,3.93,4.13,1,1.99,4.98,0,5.37,44.02,0
40,4,2,3,1,67.52,43.56,2.99,4,0,2.78,0,5.99,0,0,3.82,4.98,2.88,0,3,0,0,0,0,13.12,23.96,0
60,3,1,4,2,21.18,14.19,0,2.19,0,3.99,0,0,5.99,2.02,0,0,0,0,0,0,0,0,0,0,6.99,0
60,3,1,4,2,99.09001,37.09001,0,0,13.00001,0,0,7.98,0,0,0,0,4.78,2.34,0,0,0,0,8.99,0,62,0
65,2,1,2,1,49.5,20.63,6.18,5.94,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,0,4.27,28.87,0
65,2,1,2,1,141.89,70.27,5.53,8.18,0,3.19,3.09,2.66,0,0,6.01,13.25,5.35,0,0,0,0,4.26,2.45,16.3,71.62,7.48
42,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4,1,3,1,387.08442,160.01,11.91225,7.9257,4.79393,16.88932,9.43896,9.19184,5.85242,3.29727,6.85806,10.18429,14.45196,9.80081,8.12444,4.88502,3.00939,10.92946,4.29496,18.16992,227.07442,0
52,4,1,3,1,686.4273,209.88,14.08158,9.98713,0,29.20782,0,0,10.6,3.24,2.98,24.92218,17.93,3.98,0,21.06135,2.69,8.72,5.26,55.21994,476.5473,0
47,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2,1,2,1,59,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,0
54,2,1,2,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
54,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2,1,2,1,97.91,12.15,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,9.51,85.76,0
66,2,1,2,1,75.31,2.64,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,72.67,0
46,3,1,3,2,356.84,259.15,9.58,5.34,0,13,7.3087,12.28,0,8.98,6.5,13.86,40.12,38,7.58,13.65,7.36,7.46,27.9,40.2313,97.69,0
46,3,1,3,2,230.60202,203.08001,7.00113,19.10595,4.36089,0,12.83064,15.50363,4.22864,11.65943,3.52808,10.26284,18.39007,22.77551,7.39056,12.18846,3.88208,16.79839,0,33.17371,27.52201,0
44,4,1,3,2,728.25,468.25,12.05,36.66,35.78,76.3,77.52,21.7,0,35.86,16.2,22.7,4.34,41.11,5.2659,1.2141,0,46.16,0,35.39,260,0
41,3,1,3,2,59.18,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,56.29,0
41,3,1,3,2,67.17,44.38,0,6.81,4.48,0,0,0,0,0,5.98,2.99,0,1.33,2.57494,3.30506,0,14.94,1.97,0,22.79,0
53,2,1,4,2,140.88,49.19,0,0,0,0,0,0,0,0,3.39,0,14.12,6.31,0,0,2.35,0,0,23.02,91.69,0
53,2,1,4,2,288.11,231.24,48.41,22.62,10.53,0,0,17.48,0,0,0,0,28.12,16.04,0,0,0,13.41,3.15,71.48,56.87,0
50,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2,1,1,1,321.69,53.31,0,0,0,0,0,17.13,0,2.79,1.89,2.39,5.49403,13.32597,0,0,0,7.8,0,2.49,268.38,0
47,3,1,3,2,50,50,0,0,15.62257,8.49536,6.22344,5.70924,0,0,0,0,0,2.48058,0,5.18632,0,0,0,6.28249,0,0
47,3,1,3,2,50.00001,50.00001,0,3.83131,11.67067,0,0,0,0,0,2.69901,0,3.38893,8.76593,4.12879,0,4.59939,0,4.62891,6.28707,0,0
57,2,1,3,2,51.72,31.01,0,0,17.44,0,0,0,0,0,0,0.98,4.44,1.38,0,0,1.29,2.5,0,2.98,20.71,16.75
57,2,1,3,2,61.86,61.86,0,3.46,0,3.05,0,0,0,0,0,0,0,2.42,0,0,2.75,26.95,0,23.23,0,25.91
21,4,1,3,1,294.98038,169.45,13.91,7.14,23.35,7.37,17.6,4.68,19.97,0,2.7,3.26,8.53,4.33,0,0,2.92,9.58,0,44.11,125.53038,0
21,4,1,3,1,28.09731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.09731,0
35,4,2,4,2,95.03,80,3.19192,6.56648,0,0,0,4.96911,0,0,2.51509,10.2282,2.81498,9.84306,0,4.24562,3.02236,11.88054,9.88732,10.83532,15.03,0
35,4,2,4,2,73.9,72.91,0,2.95,0,18.22,12.25,0,0,0,0,0,5.12,0,0,3.29,0,11.46,0,19.62,0.99,0
80,1,1,2,2,240.70999,60.85999,0,24.53556,0,6.0601,0,0,0,0,0,3.79241,0,0,0,0,0,6.87192,0,19.6,179.85,0
80,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,1,2,2,121.82001,121.82001,1.58,5.27123,4.6,11.76,4.28,5.24887,6.20857,0,0,9.68,5.06,9.04289,6.7951,4.5,0,25.52498,3.86,18.40837,0,0
52,2,1,2,2,71.02,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,61.92,3.78
76,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3,1,3,2,42.51,42.51,0,2.04,0,0,0,0,0,0,0,8.18,0,0,3.47,8.61,1.36,2.96,4.05,11.84,0,0
54,3,1,3,2,161.96,161.96,4.9,8.24,0,18.35,4.9,11.25,4.08,0,9.31,11.43,6.13,0,3.60842,12.82158,20.18,5.95,0,40.81,0,12.57
28,5,1,2,1,20.44,17.44,3.19,0,0,6.58,0,0,0,0,2.79,0,0,0,2.19,0,0,0,0,2.69,3,38.81
28,5,1,2,1,44.02,44.02,0,9.66,0,3.98,7.63,0,0,0,2.99,5.63,0,0.99,0,0,1,0,6.58,5.56,0,0
71,2,1,3,1,171.05,171.05,6.11,26.25,15.81,17.07,8.75,0,0,4.1,6.05,5.03,0,3.79,5.41,1.09,14.96,20.61,5.01,31.01,0,0
71,2,1,3,1,169.88,152.91,4.25,21.97,12.17,14.07,17.17,0,0,4,4.98,8.48,3.43,0,0,3.56,16.06,8.22,10.1,24.45,16.97,0
71,1,1,3,2,118.16,110.72,0.94,1.68,3.27,0,3,0,6.24,2.57,2.44,10.62,3.68,18.52,3.23,4.44,8.46,1.37,16.02,24.24,7.44,0
71,1,1,3,2,22.38043,21.05,0,1.97,0,0,0,0,0,0,2.44,0,0.69,4.91,1.27,0,0,2.33,0,7.44,1.33043,0
30,3,1,4,2,148.23998,148.23998,4.5225,15.37388,6.43931,8.51106,0,4.66394,0,3.10812,4.10401,9.31146,15.82801,12.76206,7.88967,14.67382,0,16.32687,13.08378,11.64149,0,0
30,3,1,4,2,83.76,83.76,6.84353,9.6757,9.04378,0,7.91813,0,0,0,0,4.7559,4.0556,10.52915,0,0,6.96103,3.68952,0,20.28766,0,0
19,4,1,3,1,241.77,119.94,0,21.22341,6.65746,11.44635,6.52067,0,0,0,2.68286,6.95165,3.00275,6.13908,4.10409,0,3.22397,23.92472,5.53604,18.52695,121.83,0
19,4,1,3,1,227.85001,227.85001,13.19778,28.41172,5.05188,6.04964,10.22055,9.72459,11.71351,3.47469,7.22708,15.41536,15.85974,1.95978,8.82018,24.65191,8.23693,11.51757,4.64478,41.67232,0,0
51,2,1,1,2,198.05,143.07,0,12.17,0,6.69,6.38,0,0,1.59,4.16,14.18,8.88,23.78,3.78,0,0,25.36,6.22,29.88,54.98,0
51,2,1,1,2,234.82,125.47,1.84,13.23,11.64,0,0,3.49,3.58,1.28,0,9.75,11.18,8.26,0,11.68,9.64,0,2.68,37.22,109.35,155.27
52,4,1,3,2,295.59,244.78,1.29,9.87,47.97,0,0,1.82,19.98,0,0,11.98,20.78,31.02,9.94,1.15,4.19,35.81,2.29,46.69,50.81,10.69
52,4,1,3,2,253.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.99,0
39,3,4,2,1,74.03,74.03,10.6,11.55,0,0,0,9,0,5.02,0,0,10.2,24.82,0,0,0,0,0,2.84,0,0
39,3,4,2,1,47.08,47.08,0,6.06,12.27,0,0,0,0,6.34,0,0,4.26,18.15,0,0,0,0,0,0,0,0
37,1,1,3,1,93.15,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,91.02,42.76
37,1,1,3,1,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,13.9
60,2,1,2,2,21.89,21.89,0,0,0,0,0,0,6.95,0,0,0,8.81,3.16,0,1.98,0,0,0,0.99,0,0
60,2,1,2,2,52.13,52.13,0,6.43,0,0,0,0,0,0,1.79,6,7.21,2.68,0,0,0,10.39,6.58,11.05,0,0
77,2,1,4,2,235.89,159.84,4.48,8.48,25.41,6.99,0,16.01,0,3.6,8.88,16.56,0,43.22,2.49,8.48,0,11.66,2.59,0.99,76.05,15
77,2,1,4,2,306.67,214.51,11.39,5.48,22.83,0,1.99,12.5,0,6.38,4.09,21.46,47.25,28.32,0,10.08,12.99,0,5.99,23.76,92.16,0
49,5,2,1,2,156.14,136.63,0,33.99,0,5.98,0,16.12,0,3.63,10.77,6.76,9.43,11.88,2.11513,4.00487,0,26.79,0,5.16,19.51,0
49,5,2,1,2,134.93,105.34,9.77,9.43,0,7.48,0,19.9,0,0,7.98,13.87,0,0,0,7.59,0,12.28,14.25,2.79,29.59,0
45,4,1,1,1,200.00001,150.00001,6.45789,21.42218,0,0,8.23454,0,5.31228,2.99295,2.27316,9.92386,13.11813,8.89625,4.11997,4.46334,11.25044,18.75562,8.58919,24.19021,50,0
46,1,1,3,1,29.95,26.81,0,1.3,9.21,0,0,6.78,0,0,2.97,0,1.78,3.78,0,0,0,0,0,0.99,3.14,0
46,1,1,3,1,5.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91,0
39,1,2,4,1,39.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.76,0
39,1,2,4,1,27.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.41,0
72,1,2,3,2,7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0
72,1,2,3,2,68.88,57.88,8.17,1.53,4.23,4.03,0,3.32,0,1.79,2.5,2.81,1.53,5,2.3,7.15,3.06,8.42,2.04,0,11,0
36,4,1,3,2,36.34,36.34,13.85,0,0,0,0,0,0,0,0,0,6.61,8.19,0,0,2.56,0,0,5.13,0,0
72,1,1,1,2,54.55,54.55,33,5,0,0,0,0,0,0,0,0,11.55,0,0,2,0,0,0,3,0,0
72,1,1,1,2,46.13,46.13,5.64,4.28,0,0,0,0,0,0,3.95,0,7.44,2,3.39,0,5.98,1.45,7,5,0,0
30,1,1,,1,20.91,20.91,0,0,9.94,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,6.99,0,12.97
30,1,1,,1,19.96092,15.51,0,0,2.34,0,0,0,0,1.99,2.89,0,0,8.29,0,0,0,0,0,0,4.45092,33.48908
33,7,5,4,2,497.07,103.6,0,3.14,0,0,0,4.69,9.3,0,9.7,16.34,6.64,35.16,0,0,5.21,0,1.98,11.44,393.47,42.13
33,7,5,4,2,347.21763,137.07,7.3,6.16,10.72,18.33,0,0,0,6.26,4.8,10.12,0,17.52,0,3.7,0,0,0,52.16,210.14763,0
47,5,1,2,1,229.79999,165.11999,4.44984,9.34713,10.68631,0,4.66796,19.2299,0,0,5.3427,15.96972,12.95047,7.96486,0.65687,0.84313,7.24957,22.39397,15.8142,27.55336,64.68,0
47,5,1,2,1,301.26002,242.61002,0,27.27577,7.40176,6.34167,14.04407,9.5117,16.91096,7.32725,2.49352,12.88605,14.69669,31.23024,3.81445,4.57595,12.72657,29.75109,9.53401,32.08827,58.65,15.25
62,1,1,3,2,110.19,110.19,0,2.88,2.98,11.48,4,0,0,0,1.08,14.63,6.76,14.49,0,1.96,1.78,15.91,2.88,29.36,0,0
67,1,2,3,1,23.29,23.29,1.49,4.39,3.08,0,2.6,0,0,0,0,0,0,0,4,1.5,0,1.47,0,4.76,0,0
67,1,2,3,1,50.02,50.02,0,5,6.16,4.98,0,0,8.49,0,0,0,0,3,9.81,1.28,0,4.1,2.28,4.92,0,0
58,2,2,4,1,110.92,110.92,12,5,0,0,0,0,0,3,3.05,5,22.85,11.49,19.83,0,0,8.74,15.98,3.98,0,0
35,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,1,3,2,95.55,33.06,0,0,0,0,0,0,0,0,3.09,0,10.73,0.98,5.13,0,0,0,0,13.13,62.49,0
87,1,1,3,2,155.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.68,0
67,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,1,2,1,87.18,30.77,0,11.96,0,0,0,0,0,0,0,6.4,3.6,2.41,1.35,0,0,0,0,5.05,56.41,25.84
70,2,1,2,1,106.68001,44.15001,0,9.77,10.70001,7.08,6.47,0,0,0,2.51,0,0,0,0,0,3.83,0,0,3.79,62.53,28
